species,x,y
syrrev,0.458067,51.0391
syrrev,1.95807,50.9558
syrrev,1.87473,50.8725
syrrev,2.0414,50.8725
syrrev,2.20807,50.8725
syrrev,2.37473,50.7891
syrrev,2.7914,50.7891
syrrev,1.62473,50.6225
syrrev,3.0414,50.5391
syrrev,3.0414,50.4558
syrrev,3.45807,50.3725
syrrev,1.5414,50.2891
syrrev,3.7914,50.2891
syrrev,2.20807,50.1225
syrrev,2.37473,50.1225
syrrev,3.7914,50.1225
syrrev,4.0414,50.1225
syrrev,2.5414,50.0391
syrrev,2.62473,50.0391
syrrev,2.7914,50.0391
syrrev,3.62473,50.0391
syrrev,1.2914,49.9558
syrrev,2.5414,49.9558
syrrev,2.95807,49.9558
syrrev,3.37473,49.9558
syrrev,3.45807,49.9558
syrrev,4.20807,49.9558
syrrev,2.20807,49.8725
syrrev,2.5414,49.8725
syrrev,0.958067,49.7891
syrrev,1.5414,49.7891
syrrev,2.12473,49.7891
syrrev,2.20807,49.7891
syrrev,2.37473,49.7891
syrrev,3.62473,49.7891
syrrev,0.708067,49.7058
syrrev,1.95807,49.7058
syrrev,2.37473,49.7058
syrrev,3.20807,49.7058
syrrev,1.2914,49.6225
syrrev,2.7914,49.6225
syrrev,3.0414,49.6225
syrrev,3.45807,49.6225
syrrev,1.2914,49.5391
syrrev,2.62473,49.5391
syrrev,3.7914,49.5391
syrrev,0.458067,49.4558
syrrev,1.95807,49.4558
syrrev,2.37473,49.4558
syrrev,2.62473,49.4558
syrrev,0.874734,49.3725
syrrev,2.20807,49.3725
syrrev,2.62473,49.3725
syrrev,3.62473,49.3725
syrrev,17.3747,49.3725
syrrev,1.0414,49.2891
syrrev,17.5414,49.2891
syrrev,1.2914,49.2058
syrrev,2.37473,49.2058
syrrev,2.7914,49.2058
syrrev,3.0414,49.2058
syrrev,3.45807,49.2058
syrrev,0.874734,49.0391
syrrev,1.5414,49.0391
syrrev,1.70807,49.0391
syrrev,2.62473,49.0391
syrrev,3.0414,49.0391
syrrev,3.37473,49.0391
syrrev,3.20807,48.9558
syrrev,3.37473,48.9558
syrrev,0.0414006,48.8725
syrrev,2.62473,48.8725
syrrev,2.70807,48.8725
syrrev,3.0414,48.8725
syrrev,3.45807,48.8725
syrrev,5.37473,48.8725
syrrev,1.70807,48.7891
syrrev,0.0414006,48.7058
syrrev,1.70807,48.7058
syrrev,1.87473,48.7058
syrrev,1.95807,48.7058
syrrev,2.62473,48.7058
syrrev,3.0414,48.7058
syrrev,4.87473,48.7058
syrrev,5.95807,48.7058
syrrev,1.70807,48.6225
syrrev,1.87473,48.6225
syrrev,1.95807,48.6225
syrrev,2.95807,48.6225
syrrev,1.20807,48.5391
syrrev,1.95807,48.5391
syrrev,2.62473,48.5391
syrrev,2.95807,48.5391
syrrev,3.0414,48.5391
syrrev,4.95807,48.5391
syrrev,1.95807,48.4558
syrrev,2.62473,48.4558
syrrev,2.95807,48.4558
syrrev,3.0414,48.4558
syrrev,3.12473,48.4558
syrrev,1.2914,48.3725
syrrev,2.2914,48.3725
syrrev,2.37473,48.3725
syrrev,2.5414,48.3725
syrrev,2.62473,48.3725
syrrev,2.70807,48.3725
syrrev,2.7914,48.3725
syrrev,3.0414,48.3725
syrrev,3.45807,48.3725
syrrev,-0.541933,48.2891
syrrev,-0.458599,48.2891
syrrev,1.0414,48.2891
syrrev,1.62473,48.2891
syrrev,-0.541933,48.2058
syrrev,-0.458599,48.2058
syrrev,1.45807,48.2058
syrrev,1.62473,48.2058
syrrev,3.0414,48.2058
syrrev,3.70807,48.2058
syrrev,-1.12527,48.1225
syrrev,-0.541933,48.1225
syrrev,1.20807,48.1225
syrrev,1.2914,48.1225
syrrev,1.45807,48.1225
syrrev,3.70807,48.1225
syrrev,-0.541933,48.0391
syrrev,1.20807,48.0391
syrrev,1.2914,48.0391
syrrev,1.62473,48.0391
syrrev,-0.291933,47.9558
syrrev,0.958067,47.9558
syrrev,1.0414,47.9558
syrrev,1.2914,47.9558
syrrev,2.7914,47.9558
syrrev,3.0414,47.9558
syrrev,0.958067,47.8725
syrrev,1.20807,47.8725
syrrev,0.958067,47.7891
syrrev,1.20807,47.7891
syrrev,2.7914,47.7891
syrrev,3.0414,47.7891
syrrev,7.37473,47.7891
syrrev,0.958067,47.7058
syrrev,2.12473,47.7058
syrrev,2.2914,47.7058
syrrev,2.37473,47.7058
syrrev,-0.958599,47.6225
syrrev,0.541401,47.6225
syrrev,1.0414,47.6225
syrrev,1.62473,47.6225
syrrev,1.87473,47.6225
syrrev,2.0414,47.6225
syrrev,2.12473,47.6225
syrrev,1.87473,47.5391
syrrev,0.874734,47.4558
syrrev,1.20807,47.4558
syrrev,1.45807,47.4558
syrrev,1.62473,47.4558
syrrev,1.87473,47.4558
syrrev,-0.791933,47.3725
syrrev,-0.708599,47.3725
syrrev,-0.625266,47.3725
syrrev,1.70807,47.3725
syrrev,1.87473,47.2891
syrrev,-0.208599,47.2058
syrrev,1.37473,47.2058
syrrev,1.37473,47.1225
syrrev,-0.625266,47.0391
syrrev,-0.458599,47.0391
syrrev,0.208067,47.0391
syrrev,1.95807,47.0391
syrrev,2.0414,47.0391
syrrev,-1.04193,46.9558
syrrev,0.208067,46.8725
syrrev,5.20807,46.8725
syrrev,3.20807,46.6225
syrrev,3.2914,46.6225
syrrev,0.458067,46.5391
syrrev,2.70807,46.5391
syrrev,3.0414,46.5391
syrrev,3.2914,46.5391
syrrev,0.624734,46.3725
syrrev,0.874734,46.3725
syrrev,3.45807,46.3725
syrrev,3.2914,46.1225
syrrev,5.12473,46.0391
syrrev,5.2914,45.9558
syrrev,3.0414,45.7891
syrrev,5.5414,45.7891
syrrev,5.7914,45.7891
syrrev,4.20807,45.7058
syrrev,-1.12527,45.2058
syrrev,-0.458599,44.5391
syrrev,1.5414,44.0391
syrrev,5.7914,43.6225
syrrev,5.0414,43.5391
syrrev,2.20807,42.8725
vidmac,-8.7086,41.6225
vidmac,-8.37527,41.6225
vidmac,-8.29193,41.4558
vidmac,-8.54193,41.3725
vidmac,-8.62527,40.9558
vidmac,-8.62527,40.7058
vidmac,-8.54193,40.7058
vidmac,-8.62527,40.6225
vidmac,-8.54193,40.6225
vidmac,-8.7086,40.5391
vidmac,-8.79193,40.4558
vidmac,-8.79193,40.2891
vidmac,-8.7086,40.2058
vidmac,-8.54193,40.2058
vidmac,-8.4586,40.2058
vidmac,-8.87527,39.8725
vidmac,-8.54193,39.4558
vidmac,-8.4586,39.4558
vidmac,-8.54193,39.3725
vidmac,-8.4586,39.3725
vidmac,-8.54193,39.2891
vidmac,-8.62527,39.2058
vidmac,-8.62527,39.1225
vidmac,-8.87527,39.0391
vidmac,-8.37527,39.0391
vidmac,-8.29193,39.0391
vidmac,-8.37527,38.9558
vidmac,-8.29193,38.9558
vidmac,-8.12527,38.9558
vidmac,-8.9586,38.8725
vidmac,-9.12527,38.7891
vidmac,-8.9586,38.7058
vidmac,-8.87527,38.7058
vidmac,-8.04193,37.0391
agafis,7.0414,43.6225
psikra,7.0414,43.6225
